"","scientificName","agency","project","relyea_order","relyea_site_count","relyea_taxa_FSBI","relyea_sensitivity_score","source","relyea_note"
"1271","Zapada frigida","BLM","AIM WW OE","P",25,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",""
"1272","Zapada oregonensis","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1273","Zapada oregonensis","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1274","Zavrelimyia","BLM","AIM PIBO OE",NA,NA,NA,NA,NA,NA
"1275","Zavrelimyia","BLM","AIM WW OE",NA,NA,NA,NA,NA,NA
"1276","Zavrelimyia","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1277","Zonitoides","USFS","PIBO",NA,NA,NA,NA,NA,NA
"1278","Epeorus","BLM","AIM PIBO OE","E",949,10,"moderately fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1279","Epeorus","BLM","AIM WW OE","E",949,10,"moderately fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1280","Epeorus","USFS","PIBO","E",949,10,"moderately fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1281","Rhithrogena","BLM","AIM PIBO OE","E",561,15,"very fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1282","Rhithrogena","BLM","AIM WW OE","E",561,15,"very fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1283","Rhithrogena","USFS","PIBO","E",561,15,"very fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1284","Rhyacophila angelita group","BLM","AIM PIBO OE","T",114,15,"very fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1285","Rhyacophila angelita group","BLM","AIM WW OE","T",114,15,"very fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1286","Rhyacophila angelita group","USFS","PIBO","T",114,15,"very fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1287","Rhyacophila hyalinata group","BLM","AIM PIBO OE","T",123,20,"extremely fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1288","Rhyacophila hyalinata group","BLM","AIM WW OE","T",123,20,"extremely fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1289","Rhyacophila hyalinata group","USFS","PIBO","T",123,20,"extremely fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1290","Rhyacophila verrula group","BLM","AIM PIBO OE","T",66,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1291","Rhyacophila verrula group","BLM","AIM WW OE","T",66,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1292","Rhyacophila verrula group","USFS","PIBO","T",66,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1293","Rhyacophila vofixa group","BLM","AIM PIBO OE","T",91,15,"very fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1294","Rhyacophila vofixa group","BLM","AIM WW OE","T",91,15,"very fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1295","Rhyacophila vofixa group","USFS","PIBO","T",91,15,"very fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1296","Zapada oregonensis group","BLM","AIM PIBO OE","P",153,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1297","Zapada oregonensis group","BLM","AIM WW OE","P",153,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",NA
"1298","Zapada oregonensis group","USFS","PIBO","P",153,5,"slightly fine sediment sensitive","Relyea et al. 2012 Table 2",NA
